age,gender,city,role,seniority,code_language,years_experience,company_size,salary_2020,salary_2019,covid_redundancy
30,Male,Berlin,Backend Developer,Senior,Scala,9,1000+,85,82,0
36,Male,Stuttgart,Mobile Developer,Lead,Java,16,51-100,62.5,59.5,0
33,Male,Berlin,Engineering Manager,Lead,Java,15,1000+,85,80,0
32,Male,Munich,Software Engineer,Middle,Java,13,1000+,95,79,0
34,Male,Berlin,Backend Developer,Senior,Kotlin,12,1000+,75,72,0
54,Male,Munich,Software Engineer,Middle,Python,25,1000+,75,80,0
28,Male,Sevilla,DatabEngineer,Middle,GCP,4,51-100,30,30,0
28,Female,Berlin,Frontend Developer,Senior,javascript,5,1000+,64,60,0
38,Male,Berlin,Data Scientist,Lead,Python,6,1000+,110,110,0
36,Male,Berlin,Software Engineer,Senior,PHP,15,101-1000,70,67,0
36,Male,Munich,Software Engineer,Senior,PL/SQL,15,1000+,68,68,0
33,Male,Munich,Frontend Developer,Senior,Javascript,10,101-1000,100,90,0
33,Male,Stuttgart,Team Lead,Lead,PHP,12,101-1000,70.2,70.2,0
36,Male,Amsterdam,Mobile Developer,Senior,Swift,14,11-50,75,75,0
31,Male,Berlin,Software Engineer,Senior,scala,9,11-50,85,82,0
36,Male,Regensburg,Software Engineer,Middle,C#,10,51-100,66,58,0
37,Male,Munich,DevOps,Senior,AWS,17,1000+,90,85,0
30,Male,Berlin,Consultant,Middle,Java,3,101-1000,58,42,0
30,Male,Berlin,Software Engineer,Senior,Java / Scala,11,1000+,90,80,0
27,Male,Krakow,QA Engineer,Senior,java,5,101-1000,35,35,0
33,Female,Munich,Software Engineer,Senior,Java,10,11-50,47.5,47.5,0
35,Male,Ingolstadt,Backend Developer,Lead,Magento,10,11-50,65,60,0
26,Male,Berlin,Backend Developer,Middle,Java,5,1000+,72,65,0
29,Male,Berlin,Software Engineer,Senior,C++,9,1000+,73,73,0
31,Male,Berlin,Backend Developer,Middle,Ruby on Rails,4,11-50,50,50,0
36,Male,Berlin,Mobile Developer,Middle,Android,10,1000+,68,65,0
29,Male,Munich,Data Scientist,Middle,SQL,6,1000+,70,60,0
30,Female,Berlin,Frontend Developer,Lead,JavaScript,3,101-1000,57.6,51.2,0
30,Male,Munich,Software Engineer,Senior,PHP,8,51-100,68,65,0
29,Male,Berlin,Backend Developer,Senior,Go,5,101-1000,75,70,0
34,Male,Berlin,Software Engineer,Lead,Java,14,1000+,95,92,0
30,Male,Berlin,Backend Developer,Lead,Java,10,101-1000,82,73,0
34,Male,Prague,Backend Developer,Lead,C#,14,1000+,90,70,0
35,Male,Munich,Software Engineer,Lead,python,12,51-100,100,85,0
44,Male,Munich,Software Architekt,Executive,Java Backend,20,101-1000,95,95,1
34,Male,Ingolstadt,Software Engineer,Junior,C++,3.5,1000+,55,53,0
45,Male,Munich,Software Engineer,Other,".net, c++, spss, embeddded",20,up to 10,200,200,0
31,Male,Munich,Backend Developer,Senior,Ruby on Rails,10,101-1000,85,80,0
24,Male,Berlin,Frontend Developer,Senior,TypeScript,5,101-1000,68.25,65,0
34,Male,Berlin,Frontend Developer,Middle,Javascript,6,101-1000,63,58,0
28,Male,Munich,Software Engineer,Middle,Java,7,101-1000,63,63,0
35,Male,Karlsruhe,Software Engineer,Senior,".Net, Angular",12,1000+,75,75,0
33,Female,Munich,Testmanager,Junior,Java,10,1000+,60,55,0
39,Male,Berlin,QA Engineer,Senior,Java,7,1000+,76,65,1
37,Male,Berlin,Mobile Developer,Senior,Android,15,101-1000,84.7,83,0
31,Female,Berlin,Data Scientist,Middle,spark,4,1000+,50.5,49,0
32,Male,Munich,ERP Consultant,Lead,SAP,10,1000+,130,125,0
32,Male,Munich,Software Engineer,Executive,Scala,10,11-50,95,80,0
28,Male,Berlin,Frontend Developer,Middle,JavaScript,5,101-1000,55,55,0
34,Male,Zurich,Software Engineer,Senior,PHP,7,11-50,108.5,90,0
31,Male,Berlin,Backend Developer,Senior,Java,9,51-100,70,70,1
33,Male,Berlin,Researcher/ Consumer Insights Analyst,Senior,consumer analysis,10,1000+,60,48,0
39,Male,Munich,IT Operations Manager,Lead,PHP,15,101-1000,110,90,0
26,Male,Saarbrücken,Frontend Developer,Middle,JavaScript,7,101-1000,38.35,33.8,0
26,Male,Berlin,DevOps,Middle,yaml,2,51-100,65,40,0
